OID_,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,OBJECTID,Shape_Length_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1,Shape_Length,x,y
244,1543,43.6305008,43.3348007,1.0000000,0.0000000,1.2500000,5.0000000,12.6007738,1.0000000,0.0000000,1.0000000,351.3555603,3.9377418,3.9839449,152.1390686,55.9242287,63168.8320312,13.1218023,1.4317509,129.0000000,3169.7929688,2557.6193848,8119.0000000,91.0000000,284.0000000,137.8439484,64.4975967,2.1475086,78755.5546875,1274.2911377,342.8131714,304.7764587,1.6407645,298.5953064,172.0890198,13005342.0000000,551.7506104,1.0616380,497.0000000,14134.7578125,11508.6093750,45658.0000000,314.0000000,1015.0000000,346.8003235,225.1764221,1.6661596,549220.1250000,2846.6569824,769.9025269,299.4740295,1.1741240,418.1584473,289.6065063,72167256.0000000,763.5988159,0.6612115,926.0000000,37428.6367188,28164.3183594,104725.0000000,562.0000000,1822.0000000,705.6380615,400.1158142,1.7577902,1791999.5000000,5248.8378906,1400.3031006,215.4052887,1.2234285,598.4595337,554.2416382,151833536.0000000,613.3128662,1.0619664,1640.0000000,66427.1796875,54787.0664062,289164.0000000,941.0000000,3040.0000000,1086.9761963,559.2030640,1.9109871,3830804.5000000,7188.6816406,1678.2961426,218.0559998,1.0734916,706.7384644,750.5252686,262186224.0000000,671.1268921,1.2809807,2293.0000000,89218.3906250,84345.2343750,462745.0000000,1278.0000000,4088.0000000,1238.6711426,637.0711060,1.9325898,4314092.5000000,7502.0742188,1826.3822021,188.1835022,1.0381578,851.7043457,868.5332031,382534944.0000000,623.6854248,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1562.3686523,825.1283569,1.9080052,5539375.0000000,8738.8583984,2489.0644531,192.6947327,1.0970812,1543,,,no_12,,,,,0.2500000,1.0000000,,12.597303726956985,1.3036149,103.7927933
245,1544,30.8148994,36.3363991,1.0000000,0.0000000,0.5000000,5.0000000,53.6081543,1.0000000,0.4688518,1.0000083,102.4179916,7.1047196,6.7596259,149.9643097,43.0775032,583872.8125000,181.3695221,1.1950494,168.0000000,3499.1870117,2578.5847168,5311.0000000,120.0000000,380.0000000,108.9067230,71.9094772,1.4979542,74868.1093750,1165.7003174,309.2942810,340.8813782,1.4443322,280.3369446,203.2876587,95465760.0000000,2512.5600586,1.1372217,522.0000000,14829.6367188,11472.9589844,50875.0000000,327.0000000,1058.0000000,311.9864807,223.0139771,1.4671861,511596.6562500,2748.4711914,831.0624390,305.5564880,1.1750188,406.0883484,318.8109741,233587824.0000000,2337.5417480,0.7177740,998.0000000,36896.9687500,30395.1503906,109537.0000000,605.0000000,1956.0000000,628.7982178,399.9632263,1.5656601,1700526.3750000,5041.9580078,1324.1993408,220.2651215,1.1896117,590.7471313,570.0726929,617361728.0000000,2589.1323242,1.0636704,1678.0000000,66938.7890625,53960.4804688,285811.0000000,975.0000000,3147.0000000,1029.7752686,558.7342529,1.7986243,3662701.5000000,6996.8579102,1606.9193115,222.1878357,1.0636401,706.0223389,769.8327637,1259269760.0000000,3320.8837891,1.2853509,2299.0000000,88353.4921875,84430.5000000,463330.0000000,1282.0000000,4100.0000000,1196.3563232,630.5526733,1.8662992,4304670.5000000,7498.5078125,1704.3696289,190.2973175,1.0394412,852.8458862,886.5524902,2058759040.0000000,3356.6030273,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1523.3725586,803.1508179,1.8763723,5539375.0000000,8738.8583984,2372.3654785,194.4420776,1.0970812,1544,,,none,,,,,0.2500000,0.2500000,,53.322593293645255,1.3024331,103.7931976
246,1545,36.3363991,33.0727005,1.0000000,0.0000000,0.2500000,2.0000000,100.7554779,1.0000000,37.8182335,1.0326731,122.2115402,8.6752357,8.7772255,143.6715393,32.4529572,3888.8332520,1.0602202,1.1207832,145.0000000,3130.8264160,2392.0842285,3890.0000000,99.0000000,313.0000000,147.6077118,102.8568573,1.4412026,69127.4609375,1126.2485352,359.6579285,330.9988403,1.4601854,282.9962158,184.9552002,47456.8320312,1.0367146,1.0734571,506.0000000,14106.3476562,11023.4453125,47458.0000000,315.0000000,1021.0000000,368.1018066,266.8372498,1.4449582,506204.7812500,2742.9360352,903.6984863,304.0296936,1.1827562,410.7586975,300.2735291,105662.8359375,0.8455428,0.6910982,955.0000000,35502.0898438,28566.5234375,105883.0000000,575.0000000,1857.0000000,693.5726318,456.6902771,1.5237852,1685387.6250000,5033.7299805,1355.9796143,223.2273102,1.1963829,595.4089966,542.5601807,275456.3437500,1.0116251,1.0232549,1644.0000000,65174.2656250,52289.6601562,276921.0000000,952.0000000,3075.0000000,1094.3651123,614.1415405,1.7483737,3462265.7500000,6887.0698242,1640.6649170,224.5989532,1.0901812,713.9425049,745.6494751,457114.8437500,1.1315429,1.2630888,2284.0000000,88077.9375000,82972.5078125,458095.0000000,1278.0000000,4088.0000000,1269.0648193,687.2376709,1.8207202,4302570.5000000,7497.8227539,1697.0339355,192.8519745,1.0397586,864.0468750,866.5580444,613345.3125000,0.9999989,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1600.3902588,855.5184937,1.8456968,5539375.0000000,8738.8583984,2370.0380859,196.2818909,1.0970812,1545,,,none,,,,,0.0000000,0.2500000,,100.629395167751966,1.3022174,103.7938614
247,1546,30.0855007,18.4438992,1.0000000,0.0000000,0.5000000,5.0000000,138.7657623,1.0000000,30.1689873,1.0058314,98.9851379,21.1724625,21.9000626,157.8885193,172.4704285,505805.3437500,33.8973198,1.9287109,221.0000000,7175.5546875,4541.9482422,26231.0000000,149.0000000,484.0000000,212.4042511,143.4050903,1.6170673,296714.5625000,2165.4614258,451.2432556,308.2524414,1.2576278,265.8647461,353.3195496,398279136.0000000,8368.6777344,1.7182117,824.0000000,28243.0976562,24638.2832031,81610.0000000,514.0000000,1666.0000000,346.5980835,237.7628174,1.6835054,1252717.2500000,4278.8603516,849.9630737,206.6188507,1.1630363,420.3234863,654.4714966,2073529728.0000000,13992.2939453,1.3904449,1601.0000000,65260.3164062,51984.3007812,231600.0000000,935.0000000,3013.0000000,599.2331543,367.0911255,1.7263418,3187140.5000000,6585.5649414,1292.2338867,169.6480255,1.0828667,547.7476807,927.4710693,6398235648.0000000,21046.0410156,1.5124688,2197.0000000,85025.4843750,79885.0937500,422266.0000000,1233.0000000,3941.0000000,690.4238281,427.4530640,1.6674986,4172061.2500000,7373.8544922,1397.7382812,173.0610809,1.0371190,591.4976807,999.7060547,11839068160.0000000,27703.1582031,1.3620940,2371.0000000,92558.8437500,93477.7812500,485751.0000000,1296.0000000,4146.0000000,770.5726929,468.9309998,1.6871405,4431366.5000000,7631.6523438,1630.7768555,196.0311279,1.0458987,724.8510742,1104.3618164,16937122816.0000000,27614.3046875,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1045.5880127,601.4660645,1.7294376,5539375.0000000,8738.8583984,2221.7883301,175.2398224,1.0970812,1546,,,none,,,,,0.2500000,0.2500000,,137.630460882433113,1.3011699,103.7911606
248,1549,23.1721001,23.8367004,1.0000000,0.0000000,1.0000000,5.0000000,11.1311398,1.0000000,0.0000000,1.0000000,121.3964691,2.8658600,2.7827849,179.1994781,69.5213699,8978.3330078,4.0159922,0.3679183,98.0000000,2354.5585938,1687.7873535,6326.0000000,74.0000000,242.0000000,98.2669220,53.8483276,1.8467027,69631.8203125,1057.5822754,273.9731750,266.8257446,1.2782350,271.7058716,189.0499115,157307.8281250,4.2466798,0.8486429,502.0000000,14252.1357422,10807.4921875,39413.0000000,329.0000000,1055.0000000,262.6296692,162.0955200,1.8006299,496405.5625000,2645.7189941,614.7824707,294.6123047,1.1221242,431.3341064,338.4657898,441392.3437500,3.9544241,0.7211276,1083.0000000,38388.2578125,32266.4003906,115101.0000000,659.0000000,2128.0000000,536.4814453,385.3273315,1.5365229,1566844.8750000,4832.6582031,1002.7675781,217.5802917,1.1861410,578.6334839,542.4357300,1102047.8750000,4.2071252,0.8109219,1739.0000000,70803.9453125,60291.0664062,256621.0000000,1002.0000000,3220.0000000,759.3226929,520.9190674,1.5270382,3326640.2500000,6696.4790039,1368.6275635,269.5820312,1.0726976,705.6060791,751.4132080,2040405.3750000,5.0905600,1.1438938,2276.0000000,87491.5703125,85502.6093750,440494.0000000,1264.0000000,4042.0000000,859.0617065,582.4335327,1.5142870,4177782.5000000,7376.2954102,1522.9039307,222.0096130,1.0363845,877.2145386,885.8769531,3067332.2500000,5.0009818,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1221.0976562,753.0097656,1.5925573,5539375.0000000,8738.8583984,2253.9897461,194.6328430,1.0970812,1549,,,none,,,,,0.5000000,0.5000000,,11.111281457743825,1.3013803,103.7929993
249,1571,28.1387997,27.4566994,1.0000000,0.0000000,1.0000000,5.0000000,6.7611108,1.0000000,0.0000000,1.0000000,55.2619095,1.6902777,1.7755402,103.1719055,21.0209141,8253.3330078,4.4334984,1.0191747,35.0000000,632.6472778,490.6379700,1882.0000000,23.0000000,73.0000000,46.7282295,34.0037308,1.4167500,10688.3183594,499.3812256,140.5285645,289.7760010,1.8567147,310.0541687,52.4801788,49525.8320312,2.9088099,0.3582638,201.0000000,7156.4335938,5798.6689453,12671.0000000,128.0000000,412.0000000,214.7041626,126.6591492,1.7659236,350177.6875000,2461.9709473,634.7835693,242.3396759,1.3774236,493.8800659,183.9162140,459291.8437500,5.0679669,0.5313562,756.0000000,30578.0644531,22233.1757812,81342.0000000,465.0000000,1515.0000000,567.1149902,356.0228882,1.6008204,1479205.5000000,4772.9638672,1188.1324463,212.7497864,1.2255694,641.7404785,415.3468323,1807853.3750000,7.7147975,0.8318655,1508.0000000,60216.5898438,48231.6718750,245901.0000000,874.0000000,2831.0000000,962.2273560,541.9313354,1.7516065,3420229.7500000,6805.5073242,1589.4587402,208.6992188,1.0775957,756.2384644,635.0441895,3620336.2500000,9.5841742,1.2040408,2205.0000000,85505.0156250,78003.9218750,442743.0000000,1243.0000000,3977.0000000,1104.4611816,625.1511230,1.7705233,4308185.5000000,7499.2480469,1899.6744385,185.8384552,1.0387981,906.6320190,769.3504639,5404763.5000000,8.8119326,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1430.7552490,825.1466064,1.7556975,5539375.0000000,8738.8583984,2567.6994629,178.4617310,1.0970812,1571,,,none,,,,,0.5000000,0.5000000,,6.726615515376947,1.3043596,103.7921982
250,1572,30.0100994,30.4482994,143.0000000,0.0000000,1.0000000,4.0000000,11.4793501,1.0000000,0.0000000,1.0000000,174.2317047,2.9246125,2.8698375,59.8759117,215.9698181,643798.3125000,346.9284363,146.4673309,49.0000000,1041.6727295,869.0713501,1896.0000000,32.0000000,102.0000000,35.5566788,27.7448997,1.3504692,29825.7578125,732.1239624,180.6014557,162.6405487,1.4301049,289.1810913,253.7545471,3083238.2500000,179.0018311,55.6471443,255.0000000,8099.2202148,6413.4960938,14011.0000000,172.0000000,554.0000000,252.7628326,135.5330200,2.0254042,372448.3125000,2491.6152344,646.8620605,243.4358521,1.3264353,476.7278137,395.0133362,20241656.0000000,219.2799377,82.1598358,788.0000000,31278.9296875,23107.6738281,85730.0000000,472.0000000,1536.0000000,584.8518677,358.6224976,1.6683758,1479205.5000000,4772.9638672,1192.5175781,213.5479584,1.2255694,633.3797607,619.5314331,45287488.0000000,177.1807098,118.9856796,1515.0000000,60707.2187500,48763.3476562,245966.0000000,878.0000000,2843.0000000,997.5031128,549.4534912,1.8039447,3420229.7500000,6805.5073242,1593.1647949,214.1891937,1.0775957,751.5015869,839.3051758,74028952.0000000,183.6878052,172.2199249,2208.0000000,86010.3750000,78556.5078125,442834.0000000,1243.0000000,3977.0000000,1142.1873779,633.0928955,1.8149745,4308185.5000000,7499.2480469,1896.0245361,186.3436127,1.0387981,903.1131592,973.5457153,98932032.0000000,161.2988892,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1469.5726318,832.3343506,1.7947143,5539375.0000000,8738.8583984,2561.9018555,178.8216705,1.0970812,1572,,,none,,,,,0.5000000,0.5000000,,11.470983604021312,1.3043103,103.7923431
251,1573,42.3871002,31.9109001,1.0000000,0.0000000,0.7500000,4.0000000,42.8291893,1.0000000,46.6631165,1.0136176,298.6516724,16.7798080,17.7619514,169.5118103,36.5633812,34489.8320312,13.8441525,1.1417843,96.0000000,2519.5329590,1953.4951172,5652.0000000,70.0000000,219.0000000,158.3768005,54.7827606,2.9646153,52268.9375000,1067.5238037,277.5788269,139.3033600,1.7350086,308.5101318,127.1794739,14639325.0000000,635.6360474,0.8119230,423.0000000,10978.1757812,9082.5322266,34938.0000000,273.0000000,882.0000000,325.6882629,191.0307465,2.0564475,460744.1250000,2584.2285156,646.5518188,248.9146576,1.1534324,424.4580688,234.0563202,79267536.0000000,857.5578003,0.5822235,825.0000000,32865.2070312,24075.1464844,87673.0000000,498.0000000,1616.0000000,640.6204224,345.7450867,1.9662184,1584655.8750000,4793.9453125,1160.0281982,216.0999298,1.1540943,612.0559082,468.8542786,161355040.0000000,656.3562622,0.9041331,1547.0000000,63089.0351562,51762.7421875,253786.0000000,890.0000000,2879.0000000,1090.1251221,534.2319946,2.0465190,3417903.7500000,6795.8852539,1560.9146729,216.0988312,1.0752820,736.4065552,685.1144409,272366304.0000000,695.6618042,1.2353144,2232.0000000,87128.7812500,79752.0000000,447532.0000000,1256.0000000,4017.0000000,1260.9754639,621.9283447,2.0473933,4308185.5000000,7499.2480469,1842.7011719,187.2902222,1.0387981,890.7219849,814.4976807,394652832.0000000,643.4423828,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1597.2355957,816.8892822,2.0044262,5539375.0000000,8738.8583984,2504.8747559,179.3511047,1.0970812,1573,,,none,,,,,0.5000000,0.2500000,,41.467850479736370,1.3037958,103.7925644
252,1574,31.9109001,33.5825996,143.0000000,0.0000000,0.7500000,2.0000000,5.9772620,1.0000000,0.0000000,1.0000000,197.8723145,1.2774584,1.1207366,112.4195633,376.8343506,219171.3281250,125.0276184,123.8029785,65.0000000,1562.4854736,1220.4422607,1628.0000000,48.0000000,154.0000000,65.7976456,29.0297089,3.3971457,34682.6992188,834.6663208,192.6455383,160.1981201,1.5984646,290.4757080,435.7923584,2685134.7500000,108.0338974,74.5124588,314.0000000,7969.8149414,6298.3652344,18873.0000000,206.0000000,659.0000000,271.9838867,135.9250336,2.9558151,291261.2187500,2159.6677246,495.6580811,266.5484009,1.2743284,436.4428406,545.3912354,10176404.0000000,108.5353699,74.4509430,717.0000000,26376.6679688,19814.1757812,71713.0000000,435.0000000,1409.0000000,538.9454346,286.1358032,2.2144830,1241063.6250000,4193.6240234,933.9187012,233.9244080,1.1276519,629.1970215,741.3193359,30484120.0000000,122.4372940,102.0023956,1409.0000000,55778.4375000,43408.6132812,213322.0000000,821.0000000,2659.0000000,1079.6062012,509.5822144,2.1818569,2875089.0000000,6368.8183594,1494.4560547,213.8858337,1.1226815,761.8120728,958.1149902,58453132.0000000,150.9652100,158.9970856,2088.0000000,83156.9140625,73651.9687500,408984.0000000,1191.0000000,3818.0000000,1248.0609131,589.6121826,2.1637201,4187680.2500000,7380.4560547,1697.1707764,214.1073914,1.0351017,938.8670044,1120.3308105,87694848.0000000,142.9777679,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1621.5034180,807.2239380,2.0921400,5539375.0000000,8738.8583984,2511.3945312,178.9194641,1.0970812,1574,,,none,,,,,0.5000000,0.2500000,,5.738735460029873,1.3038541,103.7923889
253,1575,31.1723995,28.1387997,1.0000000,0.0000000,1.0000000,5.0000000,17.3547707,1.0000000,0.0000000,1.0000000,13.2176914,4.3386927,4.7178926,106.7589188,19.6951580,7136.3334961,3.8414547,1.0208839,36.0000000,764.4010010,602.6106567,1883.0000000,23.0000000,74.0000000,48.7165604,28.9207840,1.7372324,17538.2265625,666.2566528,242.7991333,300.3715515,2.0141304,303.1814270,57.9276505,85110.3359375,4.7037401,0.3857446,220.0000000,7719.1181641,6048.0161133,14425.0000000,148.0000000,480.0000000,215.4621277,131.7548065,1.7796471,371517.3125000,2446.3437500,664.7200928,239.8452301,1.2818761,484.7175293,204.2100677,678712.3125000,7.0897217,0.5755528,819.0000000,34235.7070312,25061.6699219,89646.0000000,498.0000000,1619.0000000,595.7755127,364.6163025,1.6450694,1726515.7500000,5240.4077148,1420.8717041,211.3697662,1.2657553,633.1533813,457.5300293,2681767.2500000,10.9565821,0.9336573,1573.0000000,63491.2812500,51313.6445312,267936.0000000,910.0000000,2942.0000000,966.1766357,540.0871582,1.7718307,3854619.5000000,7192.7846680,1696.0004883,179.4749908,1.0680774,742.3218994,672.3887939,5284763.0000000,13.7628956,1.2640944,2259.0000000,87455.3984375,81051.4609375,459536.0000000,1266.0000000,4051.0000000,1102.1737061,619.9810791,1.7822703,4314092.5000000,7502.0742188,1889.0466309,185.7276764,1.0381578,883.1276855,792.3649292,7762401.5000000,12.6558275,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1419.3009033,816.0532837,1.7625954,5539375.0000000,8738.8583984,2557.6220703,178.3499298,1.0970812,1575,,,none,,,,,0.5000000,0.5000000,,17.087578190953142,1.3042670,103.7921524
254,1576,30.6457996,31.3826008,143.0000000,0.0000000,1.0000000,4.0000000,9.7226944,1.0000000,49.8719978,1.0819949,294.6903687,14.9907732,14.8986731,68.6513138,59.4104691,664330.3125000,359.8701477,145.6514740,30.0000000,554.1207886,337.6413879,1877.0000000,19.0000000,59.0000000,24.5404263,16.8951817,1.4786340,7751.0654297,452.8915405,161.5531921,295.5657349,2.1058002,306.8406067,84.6783752,1947755.3750000,126.1122513,45.9310837,172.0000000,5553.3251953,4681.5747070,10828.0000000,115.0000000,373.0000000,215.4203033,103.4087448,2.3008945,263754.5937500,2075.8671875,525.8504028,259.0703125,1.3001373,492.1790466,191.8876648,9975060.0000000,112.9268265,65.4670410,686.0000000,27967.5156250,19476.6347656,66884.0000000,431.0000000,1404.0000000,521.0042114,318.6254578,1.7551440,1462417.2500000,4735.8662109,1177.3436279,213.8734589,1.2204435,649.3820801,419.8609314,33126402.0000000,128.8594513,107.4609146,1448.0000000,58018.9726562,46158.8593750,228749.0000000,836.0000000,2707.0000000,984.4298096,535.6342773,1.8449295,3287398.0000000,6748.8076172,1578.0557861,214.4381866,1.1025339,768.2205200,643.3414917,61885920.0000000,156.2643433,167.1518555,2157.0000000,84072.1562500,75414.1953125,429864.0000000,1226.0000000,3925.0000000,1110.7351074,608.1718140,1.8402063,4189102.0000000,7381.1313477,1720.9608154,213.2461853,1.0349398,925.5207520,788.4399414,88123848.0000000,143.6772156,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1457.8210449,820.9051514,1.8132372,5539375.0000000,8738.8583984,2545.5983887,178.7502594,1.0970812,1576,,,none,,,,,0.5000000,0.5000000,,9.692631781550855,1.3041604,103.7923203
255,1577,31.3826008,30.0778008,143.0000000,0.0000000,1.0000000,4.0000000,25.3831081,1.0000000,0.0000000,1.0000000,180.1145935,6.3457770,6.5088768,74.1212006,94.7706604,483435.3437500,263.7208862,133.4255981,35.0000000,758.4237671,602.6106567,1740.0000000,23.0000000,74.0000000,33.2300224,16.7890968,2.0825779,17538.2265625,666.2566528,266.8670044,303.2578735,2.0141304,300.4476624,133.6617584,6150740.0000000,352.0715942,55.1490631,217.0000000,7430.6909180,5840.1318359,14422.0000000,146.0000000,474.0000000,221.0786438,121.5463638,2.2856634,359734.3750000,2384.7805176,665.4041748,242.1961212,1.2580706,485.3148193,279.5889587,41142052.0000000,425.7505188,82.2941513,813.0000000,34132.4921875,24860.0449219,89640.0000000,497.0000000,1616.0000000,611.9819946,359.7623901,1.8104430,1726515.7500000,5240.4077148,1408.1699219,212.3466949,1.2657553,633.5073853,532.8364258,149618784.0000000,577.4212036,133.4623566,1573.0000000,63491.2812500,51313.6445312,267936.0000000,910.0000000,2942.0000000,976.4748535,537.5418091,1.8375229,3854619.5000000,7192.7846680,1682.4215088,215.4894867,1.0680774,742.6223145,747.6406860,294177472.0000000,743.9914551,180.7655029,2259.0000000,87455.3984375,81051.4609375,459536.0000000,1266.0000000,4051.0000000,1111.2181396,617.2123413,1.8252779,4314092.5000000,7502.0742188,1867.0895996,186.2200470,1.0381578,883.4093628,867.5953979,429205440.0000000,699.7770386,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1427.9057617,811.2061768,1.7996019,5539375.0000000,8738.8583984,2533.7468262,178.6457062,1.0970812,1577,,,none,,,,,0.5000000,0.5000000,,25.349550701679071,1.3040541,103.7922745
256,1578,30.0778008,29.4305000,143.0000000,0.0000000,1.0000000,4.0000000,6.7114244,1.0000000,0.0000000,1.0000000,209.0844269,1.6778561,1.7587687,71.6745758,282.6111755,268077.3437500,142.6844635,146.0568848,39.0000000,1116.8228760,1026.4473877,1886.0000000,23.0000000,74.0000000,36.5575638,23.8579521,1.6602802,22477.9160156,717.0004272,274.2403259,306.1896667,1.8200065,302.1751404,331.1200867,13372168.0000000,647.9779663,63.1860008,241.0000000,8894.6982422,6722.0478516,17560.0000000,164.0000000,532.0000000,242.4167938,149.1317139,2.3346386,443428.5625000,2594.3984375,656.7656250,243.3335876,1.2079246,481.6501160,494.9700928,90798520.0000000,841.7804565,90.8897781,882.0000000,36688.9179688,26877.0937500,101702.0000000,537.0000000,1748.0000000,642.1857300,377.8843689,1.8165269,2261960.2500000,5918.8466797,1394.1132812,212.6324005,1.2324785,625.7385864,756.6834717,301677344.0000000,1120.7745361,145.4687195,1628.0000000,65034.2109375,52696.0351562,285302.0000000,938.0000000,3028.0000000,963.4327393,534.1838989,1.8313329,3859619.0000000,7195.0561523,1668.7698975,215.7542572,1.0673677,727.1221924,959.4497070,553913984.0000000,1384.4324951,184.0940857,2287.0000000,88262.0156250,85453.4375000,464806.0000000,1272.0000000,4070.0000000,1101.3555908,613.9100952,1.8238403,4314092.5000000,7502.0742188,1851.3953857,186.2216034,1.0381578,864.8698730,1075.8841553,776990336.0000000,1266.8059082,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1410.5902100,801.3682861,1.8002602,5539375.0000000,8738.8583984,2518.1867676,178.5998077,1.0970812,1578,,,none,,,,,0.5000000,0.5000000,,6.680135978693220,1.3039131,103.7922592
257,1579,32.8479004,30.8055000,143.0000000,0.0000000,1.0000000,4.0000000,14.8305302,1.0000000,0.0000000,1.0000000,358.3869019,3.7076325,3.9629326,60.1154671,168.3110199,273392.3437500,144.9500885,145.9839478,39.0000000,824.2746582,649.2737427,1886.0000000,25.0000000,79.0000000,40.0399284,23.9617558,2.3747349,16825.6347656,738.3458862,283.4863586,305.0707397,2.5783293,300.7235413,206.1544647,10518151.0000000,506.3111877,55.6998482,227.0000000,7760.3349609,6180.8178711,14472.0000000,150.0000000,484.0000000,226.4569397,113.8009796,2.8879790,370897.1250000,2540.0073242,665.8849487,243.8087616,1.3842247,482.9722900,350.4336853,79614432.0000000,708.6122437,81.5933533,812.0000000,34038.3125000,24922.4726562,88534.0000000,487.0000000,1585.0000000,596.7782593,354.8544617,1.8818978,1726515.7500000,5240.4077148,1399.1196289,213.0151062,1.2657553,633.4425049,595.7810059,289115840.0000000,1073.0333252,130.2778473,1554.0000000,62894.0156250,50371.1796875,261864.0000000,896.0000000,2899.0000000,968.7710571,533.0185547,1.8679854,3830804.5000000,7188.6816406,1674.2637939,216.0643921,1.0734916,744.6632690,811.7609253,543162304.0000000,1360.2764893,178.3016510,2248.0000000,87213.7343750,79961.4296875,454629.0000000,1265.0000000,4048.0000000,1108.6248779,614.4285278,1.8450890,4314092.5000000,7502.0742188,1851.7200928,186.5484314,1.0381578,888.5709229,936.0172119,762415040.0000000,1243.0423584,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1428.3632812,807.8533325,1.8177903,5539375.0000000,8738.8583984,2517.0910645,178.8388824,1.0970812,1579,,,none,,,,,0.5000000,0.5000000,,14.689221144750617,1.3039051,103.7923584
258,1580,30.8055000,30.6457996,143.0000000,0.0000000,1.0000000,4.0000000,18.0794716,1.0000000,0.0000000,1.0000000,358.3866577,4.5198679,4.5398302,51.8464890,184.1808929,1176866.3750000,633.4069824,145.9246063,39.0000000,716.1476440,547.2954102,1886.0000000,25.0000000,79.0000000,29.0969009,17.2018051,2.0633960,13864.1201172,551.0095825,170.4595337,298.6853943,1.7426739,301.8120728,220.7680817,9511073.0000000,488.0368347,55.3392067,228.0000000,7715.3574219,6067.7993164,14191.0000000,150.0000000,484.0000000,247.1469116,121.4125595,2.5937591,381781.0937500,2553.8083496,672.8056641,242.5384827,1.3594158,485.5479126,363.2881470,70794192.0000000,656.0761108,80.4356461,789.0000000,31799.7851562,23418.9433594,87705.0000000,478.0000000,1555.0000000,601.7779541,359.5669250,1.8051150,1537064.6250000,4826.5190430,1169.6347656,214.3675995,1.2060521,634.1983643,596.5350342,232900688.0000000,870.8305054,126.0160828,1533.0000000,62108.0117188,49671.5820312,253174.0000000,886.0000000,2867.0000000,975.4221191,537.0891724,1.8426467,3773402.7500000,7133.6850586,1672.3265381,180.2275696,1.0732104,748.5567627,815.7849121,431498944.0000000,1079.4477539,176.1046753,2230.0000000,86410.1562500,78634.5625000,448988.0000000,1256.0000000,4021.0000000,1118.8889160,620.1042480,1.8330611,4314092.5000000,7502.0742188,1867.9188232,186.4770813,1.0381578,895.8620605,944.8786621,604542720.0000000,985.6471558,143.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1443.7788086,816.6716919,1.8090285,5539375.0000000,8738.8583984,2533.4597168,178.8359528,1.0970812,1580,,,none,,,,,0.5000000,0.5000000,,18.078766760140027,1.3040533,103.7923508
