OID_,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,OBJECTID,Shape_Length_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1,Shape_Length,x,y
11,15,30.9881001,28.0431995,4.0000000,1.0000000,5.2500000,3.0000000,30.9065590,1.0000000,180.0045166,3.2876024,158.9534607,276.8207703,276.8207703,92.2735977,0.0433493,5.3333335,1.3333334,4.0000000,1.0000000,30.9065590,180.0045166,4.0000000,0.0000000,0.0000000,10.3021860,3.1336472,3.2876024,49.4231567,36.8325768,34.7829895,296.4629211,2.1843581,247.1592865,0.0642708,33.3333321,2.0156872,1.9707682,6.0000000,390.0068665,457.7499390,11.0000000,3.0000000,10.0000000,59.2456512,49.4544792,1.9468093,8026.2373047,572.7220459,200.6271362,177.9750519,3.2521152,306.3656921,0.0787368,57.3333321,1.8560776,0.9670570,8.0000000,457.3180847,815.3728638,17.0000000,4.0000000,14.0000000,92.6901550,76.4778442,1.6926296,10950.7353516,577.6729736,200.6271362,177.9750519,2.4249957,674.5598755,2.6544454,7009.3334961,2.0153117,0.0427793,41.0000000,1076.4432373,1310.0507812,1755.0000000,24.0000000,76.0000000,129.4398193,34.3527985,4.3532314,28550.0234375,787.4358521,200.6271362,177.9750519,1.7282798,906.2843018,14.9270897,53785.3320312,2.0577991,0.1172032,202.0000000,7134.3408203,6039.7329102,13290.0000000,132.0000000,427.0000000,292.0718689,120.0638885,3.6191909,316291.3125000,2265.8669434,648.4076538,247.5334320,1.2917298,1499.3479004,424.9254761,2453373.2500000,3.9999826,4.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1505.4738770,822.4423218,1.9094748,5539375.0000000,8738.8583984,2520.1176758,179.2696533,1.0970812,15,,,none,,,,,3.0000000,2.2500000,,27.904794113295715,1.3039638,103.7924728
12,16,19.5433998,14.7433996,3.0000000,1.0000000,4.5000000,4.0000000,58.0590057,0.9999999,265.1755066,1.4349258,106.2601013,363.6387939,363.6387939,96.0506744,0.0649224,9.0000000,1.8000000,3.0000000,3.0000000,91.6473923,266.1415710,5.0000000,1.0000000,3.0000000,26.5824394,21.7029076,1.3061841,665.1460571,131.8960266,50.8440323,286.2601929,2.0813091,178.3744049,0.0701318,15.0000000,2.4857142,3.6857142,5.0000000,166.6473999,266.1415710,7.0000000,2.0000000,6.0000000,32.6387444,21.0419331,1.6199415,858.8571167,160.0462189,60.9864502,286.2602539,2.3733406,178.3744049,0.0701318,23.0000000,3.2857144,3.0000000,5.0000000,166.6473999,266.1415710,7.0000000,2.0000000,6.0000000,32.6387444,21.0419331,1.6199415,858.8571167,160.0462189,60.9864502,286.2602539,2.3733406,178.3744049,0.0701318,23.0000000,3.2857144,3.0000000,5.0000000,166.6473999,266.1415710,7.0000000,2.0000000,6.0000000,32.6387444,21.0419331,1.6199415,858.8571167,160.0462189,60.9864502,286.2602539,2.3733406,178.3744049,0.0701318,23.0000000,3.2857144,3.0000000,5.0000000,166.6473999,266.1415710,7.0000000,2.0000000,6.0000000,32.6387444,21.0419331,1.6199415,858.8571167,160.0462189,60.9864502,286.2602539,2.3733406,178.3744049,0.0701318,23.0000000,3.2857144,3.0000000,5.0000000,166.6473999,266.1415710,7.0000000,2.0000000,6.0000000,32.6387444,21.0419331,1.6199415,858.8571167,160.0462189,60.9864502,286.2602539,2.3733406,16,,,none,,,,,3.0000000,1.5000000,,53.259007397004801,1.3018585,103.7923737
13,17,40.3171997,32.8479004,2.0000000,0.0000000,1.2500000,2.0000000,28.4624939,1.0000000,97.8448639,1.0438557,296.7675171,39.4710503,40.6381264,113.3731461,18.5469856,3769.3332520,2.0199630,2.0427537,39.0000000,1116.8228760,1026.4473877,1886.0000000,23.0000000,74.0000000,60.0612946,38.0600777,2.0332563,22477.9160156,717.0004272,300.7873230,305.3263550,1.8200065,304.5897827,67.6407852,35248.3320312,1.4429077,0.8861179,242.0000000,9084.3867188,6793.3774414,17626.0000000,166.0000000,538.0000000,267.5086060,158.1177216,2.7290111,508703.7187500,2865.1447754,699.4509888,350.2652893,1.2841578,481.5327148,234.2891388,205085.3281250,1.6383655,1.2767828,888.0000000,36921.6250000,27012.9003906,103012.0000000,539.0000000,1755.0000000,674.3886108,384.8905640,1.9670846,2261960.2500000,5918.8466797,1397.3862305,213.7067719,1.2324785,624.2073364,496.5062256,573129.3125000,2.0283511,2.0567207,1637.0000000,65602.5859375,53260.7617188,286628.0000000,947.0000000,3055.0000000,990.8584595,545.2037964,1.8865145,3859619.0000000,7195.0561523,1673.3969727,216.6446228,1.0673677,724.7058716,698.3736572,929743.3125000,2.2873721,2.5747554,2291.0000000,88541.8515625,85990.7265625,464937.0000000,1273.0000000,4073.0000000,1127.9033203,625.0327759,1.8590792,4314092.5000000,7502.0742188,1842.6037598,186.9910583,1.0381578,862.3172607,814.9311523,1226689.3750000,1.9999957,2.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1436.6507568,810.8871460,1.8299855,5539375.0000000,8738.8583984,2506.1062012,179.1329803,1.0970812,17,,,none,,,,,0.5000000,0.7500000,,27.392083901563126,1.3038070,103.7924728
14,23,28.7106991,31.9039993,2.0000000,0.0000000,3.2500000,5.0000000,40.7702789,0.9999999,179.4665222,1.1106106,43.7112579,180.2441101,178.9468231,121.0579376,0.0996060,17.3333340,1.6835635,1.9004601,7.0000000,359.7783508,359.2950439,10.0000000,5.0000000,17.0000000,59.3225327,42.7118263,1.3426058,5902.4155273,547.5761108,179.4017487,117.4421539,4.0424933,280.5186157,30.6698265,73803.3359375,7.8280826,0.3755217,108.0000000,2659.8237305,2271.7421875,8403.0000000,75.0000000,238.0000000,88.3803024,58.8539085,1.5414623,79638.1171875,1245.7702637,347.0329895,281.5514526,1.5507617,490.3470459,116.6559601,320881.3437500,8.1657734,0.7822338,537.0000000,17899.6464844,13540.0957031,53545.0000000,347.0000000,1124.0000000,346.2716980,245.1506195,1.6147636,792311.9375000,3361.1208496,878.3286743,233.1327057,1.1346507,649.5239258,276.3105164,1382301.3750000,9.2224598,1.1330174,1170.0000000,46840.3320312,34197.7109375,168295.0000000,717.0000000,2335.0000000,797.1926880,441.3101196,1.8058879,2240565.0000000,5651.5175781,1412.4486084,212.1057434,1.1343910,782.9655151,497.5268860,3833857.2500000,11.7863312,1.9334282,1888.0000000,73411.6171875,64475.9453125,365718.0000000,1098.0000000,3532.0000000,989.4713745,535.8119507,1.8440294,3893748.0000000,7249.8500977,1671.4871826,177.4455719,1.0741881,981.1006470,697.7943115,8586745.0000000,13.9998388,2.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1385.3441162,771.5891724,1.8263332,5539375.0000000,8738.8583984,2498.0556641,177.9349213,1.0970812,23,,,none,,,,,2.0000000,1.2500000,,37.769263359859664,1.3037030,103.7919922
15,24,31.1723995,28.0431995,3.0000000,1.0000000,4.7500000,6.0000000,79.3223190,1.0000000,179.8768768,1.7840990,132.2123566,307.7990417,307.7990417,146.4443054,0.0953133,33.0000000,2.5384614,3.0000000,7.0000000,426.4115295,635.3683472,13.0000000,3.0000000,10.0000000,130.0447388,112.6822891,1.3691128,10950.7353516,577.6729736,228.1725311,167.5454254,2.4249957,341.3365784,4.7969580,5669.0000000,4.9919090,3.2405095,33.0000000,827.1106567,1023.3242188,1605.0000000,19.0000000,60.0000000,71.5615845,22.8064270,3.5057836,15057.5761719,620.2499390,228.1725311,167.5454254,2.0331459,519.2607422,13.6993971,53090.5000000,12.0587139,0.9059387,113.0000000,3740.7570801,3350.9367676,6708.0000000,74.0000000,238.0000000,167.4395142,62.5633087,2.9926605,201674.6250000,1801.5031738,471.9912415,262.4632874,1.2805866,697.3563843,62.3532906,336473.0000000,15.9802055,0.3910635,477.0000000,19056.5234375,14085.3789062,42094.0000000,313.0000000,1013.0000000,406.1732178,257.0860291,1.9100736,908528.9375000,3696.6784668,932.0552368,231.3687286,1.1969465,867.4810791,215.6987152,1912429.0000000,17.5365601,1.2075114,1275.0000000,50783.4101562,36693.8085938,182333.0000000,763.0000000,2480.0000000,938.5721436,498.6328430,1.9136666,2771892.0000000,6310.8330078,1460.3806152,211.6699677,1.1433711,1174.0950928,557.1235352,19013244.0000000,30.9992142,3.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1450.3615723,807.8331909,1.8458384,5539375.0000000,8738.8583984,2543.9860840,178.3341370,1.0970812,24,,,none,,,,,3.0000000,1.7500000,,76.322181089821242,1.3040901,103.7922211
16,27,23.6110001,31.4859009,632.0000000,0.0000000,1.2500000,5.0000000,44.1447296,0.9999999,78.5132294,1.1019102,108.0550537,39.5610657,38.3306122,133.0911560,144.1718597,6867458.5000000,670.3081665,649.9385376,97.0000000,3320.1853027,2578.0820312,10206.0000000,74.0000000,237.0000000,131.7217560,95.2274399,1.4719820,108744.4453125,1274.3781738,380.0834961,181.3341217,1.1884466,271.8894043,298.0556030,114697936.0000000,2278.6813965,718.9955444,549.0000000,17213.1621094,13909.5683594,55317.0000000,354.0000000,1144.0000000,307.5136414,211.1052856,1.5137718,669526.9375000,3176.1225586,708.4127808,186.9326782,1.1989928,402.7348022,430.9883423,171402624.0000000,1328.0150146,505.5354004,1105.0000000,42141.4218750,35018.1679688,122311.0000000,660.0000000,2136.0000000,537.7776489,345.7612305,1.5619633,1957350.0000000,5484.3779297,1315.5815430,210.6842804,1.2228590,576.3341064,678.1018066,285543040.0000000,1011.9074097,701.7341309,1767.0000000,71731.6406250,58438.6796875,294310.0000000,1019.0000000,3284.0000000,849.0736694,467.6038818,1.7803208,3686736.5000000,7037.6870117,1616.3099365,177.0271759,1.0690744,690.1334229,871.1752319,400280608.0000000,962.4943848,816.0089111,2307.0000000,88507.0156250,84872.5937500,464906.0000000,1283.0000000,4103.0000000,1024.3111572,539.9491577,1.8729228,4312670.5000000,7501.3989258,1801.8421631,183.8263397,1.0383132,838.1471558,987.0421143,494245888.0000000,805.8190308,632.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1360.0683594,728.4909668,1.8656033,5539375.0000000,8738.8583984,2478.8432617,176.7177277,1.0970812,27,,,none,,,,,0.5000000,0.7500000,,43.387768127719497,1.3035313,103.7915192
17,28,27.4109001,23.6611996,3.0000000,1.0000000,4.5000000,2.0000000,37.2548218,0.9999999,176.9593201,1.0919001,194.0942230,240.9909058,240.9909058,102.0382538,0.0850796,18.0000000,2.1750000,2.8499999,5.0000000,343.2159424,359.2950439,8.0000000,2.0000000,6.0000000,56.6899872,42.3327827,1.3182136,5841.5346680,547.5582886,230.9054260,115.5739746,4.0843592,381.8508911,7.0668955,8692.5000000,1.6036584,0.2117978,23.0000000,600.0902710,530.1065063,2678.0000000,19.0000000,60.0000000,144.6579132,90.4651413,1.6015900,9731.8779297,553.7305908,230.9054260,115.5739746,2.5072088,474.6834106,26.7601871,37563.0000000,1.6393340,0.2796412,177.0000000,5136.3403320,3889.7646484,12330.0000000,120.0000000,384.0000000,239.4620819,119.9678497,2.2475183,180989.4687500,1764.7991943,436.8927307,260.9586182,1.3693908,674.3108521,114.0268555,222900.0000000,1.8555150,0.7111915,687.0000000,24419.7363281,18179.8886719,74299.0000000,431.0000000,1400.0000000,536.3987427,278.4995728,2.1811900,1118352.6250000,4205.3588867,1105.6013184,211.1275330,1.2583965,845.4689941,289.0222473,710122.5000000,2.3535182,1.7070875,1418.0000000,53861.9648438,41868.4375000,235526.0000000,827.0000000,2682.0000000,982.0729980,461.8021545,2.1881514,2797326.0000000,6278.6474609,1483.0222168,211.1902618,1.1214483,1126.8212891,588.5089111,1840032.0000000,2.9999902,3.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1474.2762451,751.0244141,2.0676250,5539375.0000000,8738.8583984,2517.8415527,176.8103790,1.0970812,28,,,none,,,,,3.0000000,1.5000000,,34.218603180928369,1.3038671,103.7915497
18,30,28.6830006,28.4965992,746.0000000,0.0000000,2.5000000,5.0000000,47.3291016,1.0000000,87.7699509,1.1807849,89.0159149,84.4369125,84.4951630,104.8949203,75.4973450,7141955.5000000,1376.5233154,785.6963501,14.0000000,315.7906799,941.5743408,5595.0000000,9.0000000,28.0000000,42.6278839,26.7328243,4.1513534,3633.8234863,262.4426880,62.6460037,41.3063660,1.5083262,199.2395477,100.4847488,30486534.0000000,2261.4233398,509.7828064,42.0000000,1244.4245605,3182.0437012,12268.0000000,28.0000000,92.0000000,74.8467712,49.5020981,2.7808318,34083.6328125,782.2659912,209.1548615,264.0019836,1.4287398,465.7236328,177.5380554,86649520.0000000,2118.8562012,384.7955017,401.0000000,13661.6884766,11039.9091797,53900.0000000,265.0000000,858.0000000,346.4468994,184.2312012,2.2426569,528919.9375000,2761.8374023,636.2296143,257.3626099,1.1476156,636.1040649,321.3369751,349681280.0000000,2361.8378906,361.1544189,1169.0000000,42555.7343750,35333.2265625,157534.0000000,704.0000000,2276.0000000,568.7980347,338.8023071,1.8715521,2071844.3750000,5642.8232422,1148.5839844,288.7954712,1.2229984,776.6489868,512.7563477,908064896.0000000,2869.7761230,580.2983398,1873.0000000,72742.0859375,62584.3359375,330014.0000000,1093.0000000,3506.0000000,696.3816528,409.5958557,1.8080864,3647374.2500000,6987.0395508,1326.8737793,221.2655945,1.0651143,1013.2504272,739.6190796,2280731392.0000000,3718.5070801,746.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1100.7569580,606.0599365,1.8327898,5539375.0000000,8738.8583984,2166.5615234,175.7243042,1.0970812,30,,,none,,,,,1.0000000,1.5000000,,47.328655528711138,1.3006912,103.7913361
19,32,0.0000000,0.0000000,746.0000000,0.0000000,2.0000000,1.0000000,32.5069580,1.0000000,294.2808838,,,163.3939209,163.3939209,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,71.6657486,17.2135715,463763.3437500,414.4444580,746.0000000,2.0000000,46.5737839,307.4125366,1119.0000000,1.0000000,3.0000000,14.9860659,14.6709852,1.2649703,130.5814819,54.3671570,36.9108315,72.1431046,1.8012824,32,,,none,,,,,1.0000000,1.0000000,,32.506957959646876,1.3008330,103.7912903
20,33,23.6110001,26.7544994,632.0000000,0.0000000,1.7500000,4.0000000,32.5712242,1.0000000,5.0520258,1.0007592,281.6509399,17.1478119,16.4601707,124.8013992,223.5157623,16566404.0000000,1578.2292480,683.6011353,81.0000000,3041.7968750,2434.6450195,11267.0000000,59.0000000,190.0000000,107.2516632,81.3579330,1.3841560,104121.4140625,1262.7551270,387.6754150,175.7575378,1.2186763,277.6760864,365.4524536,81598832.0000000,1535.7442627,716.6399536,545.0000000,17491.5703125,13828.3007812,55262.0000000,353.0000000,1143.0000000,296.5264893,216.2353210,1.4161400,707845.1875000,3199.7336426,683.2334595,185.5124969,1.1510110,409.1436768,511.8150024,169350768.0000000,1222.9444580,519.1964111,1121.0000000,42917.2656250,34850.7929688,128586.0000000,663.0000000,2152.0000000,503.1365051,348.4200745,1.4432135,2196406.7500000,5551.7177734,1302.7586670,209.1151581,1.1166887,572.9841309,761.3987427,320403744.0000000,1112.1954346,716.4370728,1785.0000000,71597.8906250,58249.1406250,301076.0000000,1031.0000000,3320.0000000,746.3630981,453.0177307,1.6275486,3686736.5000000,7037.6870117,1625.4173584,175.7210693,1.0690744,682.7285156,951.0164185,435318112.0000000,1037.6740723,821.2879639,2321.0000000,89785.7734375,88145.7031250,467602.0000000,1287.0000000,4116.0000000,874.9797974,527.1137695,1.6569623,4312670.5000000,7501.3989258,1806.4799805,182.6267090,1.0383132,828.5996704,1065.1541748,527428320.0000000,859.9197388,632.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1211.8114014,710.9611206,1.6822022,5539375.0000000,8738.8583984,2488.0151367,175.8656464,1.0970812,33,,,none,,,,,0.7500000,1.0000000,,32.400824594818786,1.3035890,103.7912064
21,36,28.2348995,30.0014992,746.0000000,0.0000000,1.7500000,2.0000000,35.3099785,1.0000000,462.2384033,1.4443604,323.4496765,218.1793365,217.7928925,152.3156128,35.5053062,3246343.2500000,522.7057495,452.4371338,10.0000000,172.2887268,838.1770630,4849.0000000,7.0000000,21.0000000,37.1950035,25.1962719,1.6725998,1840.3125000,208.3791046,78.8134155,298.3153076,1.8776165,252.1625519,62.9974899,9401589.0000000,539.1212158,388.8853149,82.0000000,3193.5368652,3889.4086914,13100.0000000,61.0000000,201.0000000,90.3257446,57.2718277,1.8524768,144259.2343750,1536.1231689,457.1058960,329.5764771,1.3016632,464.1032715,174.8344269,51917996.0000000,584.2520752,433.1074829,581.0000000,19975.2050781,17650.9453125,69980.0000000,378.0000000,1220.0000000,341.9880676,211.2696228,1.7394747,873995.5000000,3664.9904785,806.7025757,207.0998993,1.2230005,628.8635864,367.0245361,153268064.0000000,602.2306519,462.0573120,1392.0000000,51319.4296875,41662.6445312,206345.0000000,832.0000000,2687.0000000,590.6678467,345.0649109,1.7764151,2625714.0000000,5991.2104492,1152.0230713,272.7426147,1.0878571,757.4207153,568.0546875,288535776.0000000,724.4381714,704.7917480,2073.0000000,78437.6328125,72737.4609375,387398.0000000,1183.0000000,3786.0000000,673.4454956,401.4148254,1.7213970,3770266.7500000,7093.8071289,1357.9957275,172.2846527,1.0621279,955.8566284,747.2280884,457185120.0000000,745.3950806,746.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1054.3360596,584.1867676,1.7885652,5539375.0000000,8738.8583984,2181.2717285,174.7967834,1.0970812,36,,,none,,,,,0.7500000,1.0000000,,35.006387299482903,1.3008010,103.7910385
22,37,0.0000000,0.0000000,746.0000000,0.0000000,1.5000000,1.0000000,41.8655624,1.0000000,282.6733704,,,121.8193512,121.8193512,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,37,,,none,,,,,0.5000000,1.0000000,,41.823950906041645,1.3008050,103.7908936
23,212,0.0000000,0.0000000,373.0000000,0.0000000,1.2500000,2.0000000,14.0668278,1.0000000,13.1316290,1.0047512,278.8958740,8.4995174,8.4995174,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,71.6563644,138.6877594,324634.3437500,290.1111145,373.0000000,2.0000000,46.5737839,307.4125061,1119.0000000,1.0000000,3.0000000,17.0875759,13.6067963,1.1937299,130.5814819,54.3671570,33.5817604,241.2427826,1.8012824,212,,,none,,,,,0.5000000,0.7500000,,14.066827116988932,1.3008937,103.7913589
24,550,33.6725006,37.8778000,1.0000000,0.0000000,1.0000000,4.0000000,75.1529617,1.0000000,93.8102875,1.0677557,294.1482544,42.8758507,42.3501892,117.7743683,16.7949905,2251.3332520,1.1271257,0.9347906,80.0000000,1503.3730469,1034.9901123,1906.0000000,55.0000000,178.0000000,78.8448486,61.7289391,1.2826827,26484.4511719,701.9691772,213.8899689,334.6033325,1.4805914,330.3494263,107.8277054,32923.3320312,0.8946492,0.7710806,391.0000000,9029.4912109,7026.7587891,32812.0000000,246.0000000,788.0000000,227.0822449,169.6647949,1.3431208,217804.0468750,1845.7868652,602.8873291,311.2051392,1.2447648,439.2663574,194.5346527,77530.3359375,0.7788705,0.5498740,820.0000000,26890.6191406,22378.4277344,77309.0000000,506.0000000,1636.0000000,489.0785828,367.0753784,1.3627033,984709.1875000,3873.9001465,1017.7171021,303.0576477,1.2127715,598.9710083,332.0625916,175726.3281250,0.7808609,0.5586763,1415.0000000,57408.9843750,44243.5117188,176124.0000000,853.0000000,2754.0000000,741.1472168,543.5712280,1.3789979,2892826.0000000,6360.9750977,1375.2825928,280.3388062,1.1130514,752.0310669,537.8812866,359849.3437500,0.9700459,0.9384416,1995.0000000,80830.9140625,72995.9687500,360237.0000000,1145.0000000,3676.0000000,902.4796753,632.8395386,1.4322157,3990444.5000000,7247.2309570,1599.0831299,225.5080414,1.0474012,973.0281982,740.9623413,613691.3125000,1.0005630,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1373.2763672,833.0626831,1.5689203,5539375.0000000,8738.8583984,2321.2163086,196.3433990,1.0970812,550,,,none,,,,,0.5000000,0.5000000,,74.867886832763730,1.3018063,103.7937317
25,551,23.7311993,31.3220997,1.0000000,0.0000000,0.5000000,4.0000000,79.7893906,1.0000000,124.7416458,1.5225459,32.2498970,26.0408115,25.5663795,180.0515289,44.1490936,11707.8330078,1.9673326,0.4369228,108.0000000,2516.8149414,1782.6794434,7735.0000000,82.0000000,267.0000000,210.1599731,141.4721832,1.4875889,74882.2656250,1068.5073242,370.7860718,267.6297913,1.2132943,267.5658875,156.1897888,223129.8281250,5.9213619,0.8391336,490.0000000,13946.7480469,10797.4287109,38801.0000000,327.0000000,1048.0000000,372.7139893,239.5684662,1.5733476,487050.2812500,2633.0849609,704.0466309,291.3120422,1.1327814,423.0624695,298.2037048,617466.3125000,5.5398140,0.7077274,1062.0000000,37892.7968750,32111.5488281,109869.0000000,649.0000000,2097.0000000,645.1215210,455.3238831,1.4740212,1555155.0000000,4800.6713867,1065.7818604,231.0516510,1.1792895,578.9869995,506.7230835,1525447.3750000,5.8644314,0.8059188,1723.0000000,70099.0781250,59809.2031250,254350.0000000,995.0000000,3201.0000000,897.9426880,604.2138062,1.5115525,3295807.0000000,6685.0537109,1465.5528564,269.6028137,1.0790416,709.8942871,720.9212036,2859635.7500000,7.1501970,1.1663443,2281.0000000,87529.7656250,85414.2734375,443450.0000000,1268.0000000,4055.0000000,1002.4965210,667.5775757,1.5156758,4177782.5000000,7376.2954102,1589.5496826,224.6008148,1.0363845,880.2521362,852.0070190,4291135.5000000,6.9962716,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1366.8581543,834.2073975,1.5980974,5539375.0000000,8738.8583984,2280.6037598,196.9870453,1.0970812,551,,,no_10,,,,,0.2500000,0.2500000,,79.368992888286911,1.3013384,103.7938080
